,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,0.83,,,
,Profunditat de penetròmetre,Colpeig DPSH,Colpeig NB,MOSTRA,N.F.,Nivells
,0,0,0,,,
,-0.2,0,0,,,
,-0.4,32,38.55421686746988,,,
,-0.6,36,43.373493975903614,,,
,-0.8,28,33.734939759036145,,,
,-1,39,46.98795180722892,SPT-1,,
,-1.2,37,44.57831325301205,"0,6 a 1,2",,
,-1.4,32,38.55421686746988,16/20/20/24,,
,-1.6,32,38.55421686746988,,,
,-1.8,60,72.28915662650603,,,
,-2,49,59.036144578313255,,,
,-2.2,34,40.96385542168675,,,
,-2.4,25,30.120481927710845,,,
,-2.6,36,43.373493975903614,,,
,-2.8,47,56.626506024096386,,,
,-3,80,96.3855421686747,,,
,-3.2,100,120.48192771084338,,,
,-3.4,,,,,
,-3.6,,,,,
,-3.8,,,,,
,-4,,,,,
,-4.2,,,,,
,-4.4,,,,,
,-4.6,,,,,
,-4.8,,,,,
,-5,,,,,
,-5.2,,,,,
,-5.4,,,,,
,-5.6,,,,,
,-5.8,,,,,
,-6,,,,,
,-6.2,,,,,
,-6.4,,,,,
,-6.6,,,,,
,-6.8,,,,,
,-7,,,,,
,-7.2,,,,,
,-7.4,,,,,
,-7.6,,,,,
,-7.8,,,,,
,-8,,,,,
,-8.2,,,,,
,-8.4,,,,,
,-8.6,,,,,
,-8.8,,,,,
,-9,,,,,
,-9.2,,,,,
,-9.4,,,,,
,-9.6,,,,,
,-9.8,,,,,
,-10,,,,,
,-10.2,,,,,
,-10.4,,,,,
,-10.6,,,,,
,-10.8,,,,,
,-11,,,,,
,-11.2,,,,,
,-11.4,,,,,
,-11.6,,,,,
,-11.8,,,,,
,-12,,,,,
,,,,,,
,,Nivell 1,,,,
,"Rebuig  a - 3,13  m",,,,,
