,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,0.83,,,
,Profunditat de penetròmetre,Colpeig DPSH,Colpeig NB,MOSTRA,N.F.,Nivells
,0,0,0,,,
,-0.2,0,0,,,
,-0.4,10,12.048192771084338,,,
,-0.6,24,28.91566265060241,,,
,-0.8,28,33.734939759036145,,,
,-1,42,50.60240963855422,,,
,-1.2,47,56.626506024096386,,,
,-1.4,33,39.75903614457832,,,
,-1.6,28,33.734939759036145,,,
,-1.8,35,42.16867469879518,,,
,-2,38,45.78313253012048,,,
,-2.2,24,28.91566265060241,,,
,-2.4,40,48.19277108433735,,,
,-2.6,30,36.144578313253014,,,
,-2.8,20,24.096385542168676,,,
,-3,27,32.53012048192771,,,
,-3.2,37,44.57831325301205,,,
,-3.4,54,65.06024096385542,,,
,-3.6,100,120.48192771084338,,,
,-3.8,,,,,
,-4,,,,,
,-4.2,,,,,
,-4.4,,,,,
,-4.6,,,,,
,-4.8,,,,,
,-5,,,,,
,-5.2,,,,,
,-5.4,,,,,
,-5.6,,,,,
,-5.8,,,,,
,-6,,,,,
,-6.2,,,,,
,-6.4,,,,,
,-6.6,,,,,
,-6.8,,,,,
,-7,,,,,
,-7.2,,,,,
,-7.4,,,,,
,-7.6,,,,,
,-7.8,,,,,
,-8,,,,,
,-8.2,,,,,
,-8.4,,,,,
,-8.6,,,,,
,-8.8,,,,,
,-9,,,,,
,-9.2,,,,,
,-9.4,,,,,
,-9.6,,,,,
,-9.8,,,,,
,-10,,,,,
,-10.2,,,,,
,-10.4,,,,,
,-10.6,,,,,
,-10.8,,,,,
,-11,,,,,
,-11.2,,,,,
,-11.4,,,,,
,-11.6,,,,,
,-11.8,,,,,
,-12,,,,,
,,,,,,
,,Nivell 1,,,,
,"Rebuig  a - 3,58  m",,,,,
